time,longitude,latitude,altitude (ft)
2020/10/23 19:33:56+00,-78.808024,42.991062,181.910889
2020/10/23 19:33:57+00,-78.808022,42.991073,181.9487
2020/10/23 19:33:58+00,-78.808019,42.991085,181.985672
2020/10/23 19:33:59+00,-78.808016,42.991096,182.021118
2020/10/23 19:34:00+00,-78.808013,42.991107,182.054413
2020/10/23 19:34:01+00,-78.80801,42.991118,182.085052
2020/10/23 19:34:02+00,-78.808006,42.991128,182.112701
2020/10/23 19:34:03+00,-78.808003,42.991138,182.137161
2020/10/23 19:34:04+00,-78.808,42.991147,182.158463
2020/10/23 19:34:05+00,-78.807998,42.991156,182.176758
2020/10/23 19:34:06+00,-78.807995,42.991164,182.192337
2020/10/23 19:34:07+00,-78.807992,42.991172,182.205582
2020/10/23 19:34:08+00,-78.80799,42.991179,182.216919
2020/10/23 19:34:09+00,-78.807984,42.991178,182.228653
2020/10/23 19:34:10+00,-78.807984,42.991171,182.227142
2020/10/23 19:34:11+00,-78.807983,42.991163,182.223938
2020/10/23 19:34:12+00,-78.807983,42.991155,182.218597
2020/10/23 19:34:13+00,-78.807983,42.991146,182.210632
2020/10/23 19:34:14+00,-78.807984,42.991136,182.199509
2020/10/23 19:34:15+00,-78.807984,42.991125,182.184784
2020/10/23 19:34:16+00,-78.807985,42.991113,182.166122
2020/10/23 19:34:17+00,-78.807987,42.991101,182.143387
2020/10/23 19:34:18+00,-78.807989,42.991088,182.116608
2020/10/23 19:34:19+00,-78.807991,42.991075,182.086029
2020/10/23 19:34:20+00,-78.807994,42.991061,182.052002
2020/10/23 19:34:21+00,-78.807997,42.991047,182.014954
2020/10/23 19:34:22+00,-78.808001,42.991034,181.975296
2020/10/23 19:34:23+00,-78.808005,42.99102,181.933426
2020/10/23 19:34:24+00,-78.80801,42.991007,181.889679
2020/10/23 19:34:25+00,-78.808016,42.990994,181.844299
2020/10/23 19:34:26+00,-78.808022,42.990982,181.797394
2020/10/23 19:34:27+00,-78.808029,42.99097,181.749054
2020/10/23 19:34:28+00,-78.808037,42.990959,181.699295
2020/10/23 19:34:29+00,-78.808045,42.990948,181.648193
2020/10/23 19:34:30+00,-78.808058,42.99094,181.60997
2020/10/23 19:34:31+00,-78.808073,42.990937,181.585861
2020/10/23 19:34:32+00,-78.80809,42.990935,181.560333
2020/10/23 19:34:33+00,-78.808106,42.990933,181.53331
2020/10/23 19:34:34+00,-78.808124,42.990932,181.504944
2020/10/23 19:34:35+00,-78.808142,42.990931,181.475616
2020/10/23 19:34:36+00,-78.808161,42.99093,181.445847
2020/10/23 19:34:37+00,-78.80818,42.990929,181.416199
2020/10/23 19:34:38+00,-78.808199,42.990929,181.387314
2020/10/23 19:34:39+00,-78.808219,42.990929,181.359818
2020/10/23 19:34:40+00,-78.808238,42.990929,181.334335
2020/10/23 19:34:41+00,-78.808258,42.990929,181.311356
2020/10/23 19:34:42+00,-78.808277,42.990929,181.291138
2020/10/23 19:34:43+00,-78.808297,42.990929,181.273666
2020/10/23 19:34:44+00,-78.808316,42.990929,181.258774
2020/10/23 19:34:45+00,-78.808335,42.99093,181.246109
2020/10/23 19:34:46+00,-78.808354,42.99093,181.235306
2020/10/23 19:34:47+00,-78.808374,42.99093,181.226059
2020/10/23 19:34:48+00,-78.808393,42.99093,181.21814
2020/10/23 19:34:49+00,-78.808413,42.99093,181.211395
2020/10/23 19:34:50+00,-78.808432,42.99093,181.205658
2020/10/23 19:34:51+00,-78.808451,42.990931,181.20079
2020/10/23 19:34:52+00,-78.808471,42.990931,181.196701
2020/10/23 19:34:53+00,-78.80849,42.990931,181.193314
2020/10/23 19:34:54+00,-78.80851,42.990931,181.190552
2020/10/23 19:34:55+00,-78.808529,42.990932,181.188385
2020/10/23 19:34:56+00,-78.808548,42.990932,181.186752
2020/10/23 19:34:57+00,-78.808567,42.990932,181.185638
2020/10/23 19:34:58+00,-78.808586,42.990933,181.185028
2020/10/23 19:34:59+00,-78.808604,42.990933,181.184906
2020/10/23 19:35:00+00,-78.808623,42.990934,181.185211
2020/10/23 19:35:01+00,-78.808641,42.990934,181.185852
2020/10/23 19:35:02+00,-78.808659,42.990935,181.186752
2020/10/23 19:35:03+00,-78.808677,42.990936,181.18779
2020/10/23 19:35:04+00,-78.808694,42.990937,181.188858
2020/10/23 19:35:05+00,-78.808712,42.990938,181.189835
2020/10/23 19:35:06+00,-78.808729,42.990939,181.190628
2020/10/23 19:35:07+00,-78.808746,42.990941,181.191223
2020/10/23 19:35:08+00,-78.808763,42.990942,181.191605
2020/10/23 19:35:09+00,-78.80878,42.990944,181.191864
2020/10/23 19:35:09+00,-78.808797,42.990946,181.192093
2020/10/23 19:35:10+00,-78.808814,42.990948,181.192383
2020/10/23 19:35:11+00,-78.808831,42.990951,181.192795
2020/10/23 19:35:12+00,-78.808847,42.990953,181.193375
2020/10/23 19:35:13+00,-78.808864,42.990956,181.194092
2020/10/23 19:35:14+00,-78.80888,42.990958,181.194885
2020/10/23 19:35:15+00,-78.808896,42.990961,181.195724
2020/10/23 19:35:16+00,-78.808912,42.990963,181.196564
2020/10/23 19:35:17+00,-78.808929,42.990966,181.197388
2020/10/23 19:35:18+00,-78.808945,42.990968,181.198166
2020/10/23 19:35:19+00,-78.808961,42.990971,181.198868
2020/10/23 19:35:20+00,-78.808977,42.990973,181.199493
2020/10/23 19:35:21+00,-78.808993,42.990975,181.200043
2020/10/23 19:35:22+00,-78.80901,42.990977,181.200516
2020/10/23 19:35:23+00,-78.809026,42.990978,181.200974
2020/10/23 19:35:24+00,-78.809042,42.990979,181.201401
2020/10/23 19:35:25+00,-78.809058,42.99098,181.201813
2020/10/23 19:35:26+00,-78.809074,42.99098,181.202209
2020/10/23 19:35:27+00,-78.80909,42.99098,181.202545
2020/10/23 19:35:28+00,-78.809107,42.990979,181.202789
2020/10/23 19:35:29+00,-78.809123,42.990979,181.202927
2020/10/23 19:35:30+00,-78.809139,42.990978,181.202896
2020/10/23 19:35:31+00,-78.809156,42.990976,181.202713
2020/10/23 19:35:32+00,-78.809173,42.990975,181.202316
2020/10/23 19:35:33+00,-78.80919,42.990973,181.201706
2020/10/23 19:35:34+00,-78.809207,42.990972,181.200851
2020/10/23 19:35:35+00,-78.809224,42.99097,181.199753
2020/10/23 19:35:36+00,-78.809242,42.990968,181.19841
2020/10/23 19:35:37+00,-78.80926,42.990967,181.196854
2020/10/23 19:35:38+00,-78.809278,42.990965,181.195145
2020/10/23 19:35:39+00,-78.809296,42.990963,181.193329
2020/10/23 19:35:40+00,-78.809314,42.990962,181.191467
2020/10/23 19:35:41+00,-78.809333,42.99096,181.189621
2020/10/23 19:35:42+00,-78.809351,42.990959,181.187897
2020/10/23 19:35:43+00,-78.80937,42.990958,181.186401
2020/10/23 19:35:44+00,-78.809389,42.990957,181.185257
2020/10/23 19:35:45+00,-78.809407,42.990956,181.184662
2020/10/23 19:35:46+00,-78.809426,42.990955,181.184784
2020/10/23 19:35:47+00,-78.809444,42.990954,181.18573
2020/10/23 19:35:48+00,-78.809462,42.990953,181.187469
2020/10/23 19:35:49+00,-78.80948,42.990953,181.189896
2020/10/23 19:35:50+00,-78.809498,42.990952,181.192856
2020/10/23 19:35:51+00,-78.809516,42.990952,181.196152
2020/10/23 19:35:52+00,-78.809534,42.990952,181.199478
2020/10/23 19:35:53+00,-78.809552,42.990952,181.202454
2020/10/23 19:35:54+00,-78.80957,42.990952,181.204742
2020/10/23 19:35:55+00,-78.809587,42.990952,181.2061
2020/10/23 19:35:56+00,-78.809605,42.990952,181.206406
2020/10/23 19:35:57+00,-78.809623,42.990952,181.205673
2020/10/23 19:35:58+00,-78.809641,42.990953,181.203995
2020/10/23 19:35:59+00,-78.809659,42.990953,181.201538
2020/10/23 19:36:00+00,-78.809677,42.990953,181.198517
2020/10/23 19:36:01+00,-78.809694,42.990954,181.195175
2020/10/23 19:36:02+00,-78.809712,42.990954,181.191727
2020/10/23 19:36:03+00,-78.809729,42.990954,181.188324
2020/10/23 19:36:04+00,-78.809746,42.990954,181.185028
2020/10/23 19:36:05+00,-78.809762,42.990954,181.181946
2020/10/23 19:36:06+00,-78.809778,42.990954,181.179169
2020/10/23 19:36:07+00,-78.809794,42.990954,181.176788
2020/10/23 19:36:08+00,-78.809809,42.990954,181.174911
2020/10/23 19:36:09+00,-78.809824,42.990954,181.173691
2020/10/23 19:36:10+00,-78.809838,42.990953,181.17337
2020/10/23 19:36:11+00,-78.809852,42.990953,181.174225
2020/10/23 19:36:12+00,-78.809866,42.990952,181.176529
2020/10/23 19:36:13+00,-78.809879,42.990952,181.180389
2020/10/23 19:36:14+00,-78.809891,42.990951,181.185776
2020/10/23 19:36:15+00,-78.809904,42.99095,181.192551
2020/10/23 19:36:16+00,-78.809916,42.990949,181.200409
2020/10/23 19:36:17+00,-78.809927,42.990947,181.208817
2020/10/23 19:36:18+00,-78.809939,42.990946,181.217133
2020/10/23 19:36:19+00,-78.809952,42.990945,181.224686
2020/10/23 19:36:20+00,-78.809964,42.990943,181.230972
2020/10/23 19:36:21+00,-78.809977,42.990942,181.235687
2020/10/23 19:36:22+00,-78.809991,42.99094,181.23877
2020/10/23 19:36:23+00,-78.810005,42.990939,181.240265
2020/10/23 19:36:24+00,-78.810019,42.990938,181.240356
2020/10/23 19:36:25+00,-78.810034,42.990937,181.239273
2020/10/23 19:36:26+00,-78.81005,42.990936,181.237183
2020/10/23 19:36:27+00,-78.810066,42.990935,181.234283
2020/10/23 19:36:28+00,-78.810082,42.990935,181.230652
2020/10/23 19:36:29+00,-78.810099,42.990934,181.226349
2020/10/23 19:36:30+00,-78.810116,42.990934,181.22142
2020/10/23 19:36:31+00,-78.810133,42.990934,181.215881
2020/10/23 19:36:32+00,-78.81015,42.990934,181.209763
2020/10/23 19:36:33+00,-78.810167,42.990935,181.202972
2020/10/23 19:36:34+00,-78.810185,42.990935,181.19545
2020/10/23 19:36:35+00,-78.810202,42.990936,181.187073
2020/10/23 19:36:36+00,-78.810219,42.990936,181.177765
2020/10/23 19:36:37+00,-78.810236,42.990937,181.167404
2020/10/23 19:36:38+00,-78.810253,42.990937,181.155914
2020/10/23 19:36:39+00,-78.810269,42.990938,181.143219
2020/10/23 19:36:40+00,-78.810286,42.990938,181.129135
2020/10/23 19:36:41+00,-78.810302,42.990938,181.113495
2020/10/23 19:36:42+00,-78.810318,42.990939,181.096069
2020/10/23 19:36:43+00,-78.810334,42.990939,181.07666
2020/10/23 19:36:44+00,-78.81035,42.99094,181.055084
2020/10/23 19:36:45+00,-78.810366,42.99094,181.031281
2020/10/23 19:36:46+00,-78.810383,42.990941,181.00528
2020/10/23 19:36:47+00,-78.810399,42.990941,180.977264
2020/10/23 19:36:48+00,-78.810416,42.990941,180.947433
2020/10/23 19:36:49+00,-78.810432,42.990941,180.916168
2020/10/23 19:36:50+00,-78.810449,42.990941,180.883926
2020/10/23 19:36:51+00,-78.810466,42.990941,180.851166
2020/10/23 19:36:52+00,-78.810483,42.99094,180.81839
2020/10/23 19:36:53+00,-78.810501,42.99094,180.786057
2020/10/23 19:36:54+00,-78.810518,42.990939,180.754578
2020/10/23 19:36:55+00,-78.810535,42.990938,180.724396
2020/10/23 19:36:56+00,-78.810553,42.990937,180.695862
2020/10/23 19:36:57+00,-78.81057,42.990936,180.669327
2020/10/23 19:36:58+00,-78.810588,42.990935,180.64502
2020/10/23 19:36:59+00,-78.810605,42.990934,180.623108
2020/10/23 19:37:00+00,-78.810623,42.990933,180.603592
2020/10/23 19:37:01+00,-78.81064,42.990932,180.586456
2020/10/23 19:37:02+00,-78.810657,42.990931,180.571548
2020/10/23 19:37:03+00,-78.810675,42.99093,180.55864
2020/10/23 19:37:04+00,-78.810692,42.990929,180.547409
2020/10/23 19:37:05+00,-78.810709,42.990929,180.537552
2020/10/23 19:37:06+00,-78.810726,42.990928,180.528778
2020/10/23 19:37:07+00,-78.810744,42.990928,180.520844
2020/10/23 19:37:08+00,-78.810761,42.990927,180.513489
2020/10/23 19:37:09+00,-78.810778,42.990927,180.506454
2020/10/23 19:37:10+00,-78.810794,42.990927,180.499481
2020/10/23 19:37:11+00,-78.810811,42.990927,180.492355
2020/10/23 19:37:12+00,-78.810827,42.990927,180.484909
2020/10/23 19:37:13+00,-78.810843,42.990927,180.47702
2020/10/23 19:37:14+00,-78.810859,42.990926,180.468658
2020/10/23 19:37:15+00,-78.810875,42.990926,180.459869
2020/10/23 19:37:16+00,-78.81089,42.990926,180.450745
2020/10/23 19:37:17+00,-78.810906,42.990926,180.441391
2020/10/23 19:37:18+00,-78.810921,42.990926,180.431732
2020/10/23 19:37:19+00,-78.810936,42.990926,180.421631
2020/10/23 19:37:20+00,-78.810951,42.990926,180.410889
2020/10/23 19:37:21+00,-78.810966,42.990925,180.399399
2020/10/23 19:37:22+00,-78.810981,42.990926,180.387222
2020/10/23 19:37:23+00,-78.810997,42.990926,180.37442
2020/10/23 19:37:24+00,-78.811013,42.990926,180.36113
2020/10/23 19:37:25+00,-78.811029,42.990927,180.347488
2020/10/23 19:37:26+00,-78.811045,42.990927,180.333603
2020/10/23 19:37:27+00,-78.811062,42.990928,180.319595
2020/10/23 19:37:28+00,-78.811079,42.990929,180.305573
2020/10/23 19:37:29+00,-78.811096,42.990931,180.291641
2020/10/23 19:37:30+00,-78.811113,42.990932,180.277878
2020/10/23 19:37:31+00,-78.811131,42.990934,180.26445
2020/10/23 19:37:32+00,-78.811148,42.990935,180.251495
2020/10/23 19:37:33+00,-78.811166,42.990937,180.239136
2020/10/23 19:37:34+00,-78.811183,42.990939,180.227478
2020/10/23 19:37:35+00,-78.8112,42.990941,180.216675
2020/10/23 19:37:36+00,-78.811216,42.990944,180.206909
2020/10/23 19:37:37+00,-78.811232,42.990947,180.198334
2020/10/23 19:37:38+00,-78.811248,42.99095,180.190994
2020/10/23 19:37:39+00,-78.811262,42.990953,180.184875
2020/10/23 19:37:40+00,-78.811276,42.990957,180.179977
2020/10/23 19:37:41+00,-78.811289,42.990962,180.176239
2020/10/23 19:37:42+00,-78.811301,42.990968,180.173599
2020/10/23 19:37:43+00,-78.811313,42.990974,180.171997
2020/10/23 19:37:44+00,-78.811323,42.99098,180.171371
2020/10/23 19:37:45+00,-78.811332,42.990988,180.171616
2020/10/23 19:37:46+00,-78.811341,42.990996,180.172653
2020/10/23 19:37:47+00,-78.811348,42.991004,180.174438
2020/10/23 19:37:48+00,-78.811355,42.991013,180.17691
2020/10/23 19:37:49+00,-78.81136,42.991023,180.180038
2020/10/23 19:37:50+00,-78.811365,42.991033,180.183807
2020/10/23 19:37:51+00,-78.811369,42.991043,180.188248
2020/10/23 19:37:52+00,-78.811372,42.991053,180.193375
2020/10/23 19:37:53+00,-78.811374,42.991063,180.199173
2020/10/23 19:37:54+00,-78.811375,42.991073,180.205658
2020/10/23 19:37:55+00,-78.811375,42.991082,180.21283
2020/10/23 19:37:56+00,-78.811375,42.991091,180.220642
2020/10/23 19:37:57+00,-78.811373,42.991099,180.22905
2020/10/23 19:37:58+00,-78.811371,42.991107,180.237885
2020/10/23 19:37:59+00,-78.811368,42.991113,180.246979
2020/10/23 19:38:00+00,-78.811365,42.991118,180.256012
2020/10/23 19:38:01+00,-78.811361,42.991122,180.264664
2020/10/23 19:38:02+00,-78.811357,42.991124,180.272552
2020/10/23 19:38:03+00,-78.811352,42.991125,180.279327
2020/10/23 19:38:04+00,-78.811347,42.991125,180.284714
2020/10/23 19:38:05+00,-78.811343,42.991123,180.288513
2020/10/23 19:38:06+00,-78.811338,42.991119,180.290619
2020/10/23 19:38:07+00,-78.811333,42.991114,180.291016
2020/10/23 19:38:08+00,-78.81133,42.991108,180.289764
2020/10/23 19:38:09+00,-78.811326,42.991101,180.287003
2020/10/23 19:38:10+00,-78.811323,42.991092,180.282852
2020/10/23 19:38:11+00,-78.811322,42.991083,180.277435
2020/10/23 19:38:12+00,-78.811321,42.991074,180.270798
2020/10/23 19:38:13+00,-78.811321,42.991063,180.262909
2020/10/23 19:38:14+00,-78.811323,42.991053,180.253723
2020/10/23 19:38:15+00,-78.811326,42.991042,180.243103
2020/10/23 19:38:16+00,-78.81133,42.991032,180.230957
2020/10/23 19:38:17+00,-78.811336,42.991021,180.217148
2020/10/23 19:38:18+00,-78.811343,42.991011,180.201584
2020/10/23 19:38:19+00,-78.811351,42.991,180.18425
2020/10/23 19:38:20+00,-78.81136,42.99099,180.165192
2020/10/23 19:38:21+00,-78.811374,42.990979,180.21463
2020/10/23 19:38:22+00,-78.811393,42.990977,180.214066
2020/10/23 19:38:23+00,-78.811412,42.990975,180.212952
2020/10/23 19:38:24+00,-78.81143,42.990974,180.211456
2020/10/23 19:38:25+00,-78.811449,42.990973,180.209763
2020/10/23 19:38:26+00,-78.811468,42.990972,180.207932
2020/10/23 19:38:27+00,-78.811487,42.990971,180.206055
2020/10/23 19:38:28+00,-78.811506,42.990971,180.204132
2020/10/23 19:38:29+00,-78.811525,42.990971,180.202225
2020/10/23 19:38:30+00,-78.811544,42.990971,180.200317
2020/10/23 19:38:31+00,-78.811563,42.990971,180.198456
2020/10/23 19:38:32+00,-78.811581,42.990971,180.19664
2020/10/23 19:38:33+00,-78.811599,42.990971,180.194901
2020/10/23 19:38:34+00,-78.811616,42.990971,180.193283
2020/10/23 19:38:35+00,-78.811634,42.990971,180.191818
2020/10/23 19:38:36+00,-78.81165,42.990971,180.190536
2020/10/23 19:38:37+00,-78.811667,42.990971,180.189499
2020/10/23 19:38:38+00,-78.811682,42.990971,180.188705
2020/10/23 19:38:39+00,-78.811698,42.990971,180.188202
2020/10/23 19:38:40+00,-78.811712,42.990971,180.187958
2020/10/23 19:38:41+00,-78.811727,42.990971,180.188019
2020/10/23 19:38:42+00,-78.81174,42.990971,180.188416
2020/10/23 19:38:43+00,-78.811753,42.990972,180.189178
2020/10/23 19:38:44+00,-78.811766,42.990972,180.190369
2020/10/23 19:38:45+00,-78.811778,42.990972,180.192017
2020/10/23 19:38:46+00,-78.81179,42.990973,180.194199
2020/10/23 19:38:47+00,-78.811801,42.990973,180.196945
2020/10/23 19:38:48+00,-78.811812,42.990974,180.200287
2020/10/23 19:38:49+00,-78.811814,42.990976,180.194809
2020/10/23 19:38:50+00,-78.811818,42.990977,180.193024
2020/10/23 19:38:51+00,-78.811821,42.990979,180.191925
2020/10/23 19:38:52+00,-78.811823,42.99098,180.191467
2020/10/23 19:38:53+00,-78.811826,42.990981,180.191605
2020/10/23 19:38:54+00,-78.811827,42.990982,180.1922
2020/10/23 19:38:55+00,-78.811829,42.990983,180.193161
2020/10/23 19:38:56+00,-78.81183,42.990984,180.194366
2020/10/23 19:38:57+00,-78.811831,42.990985,180.195709
2020/10/23 19:38:58+00,-78.811832,42.990986,180.197067
2020/10/23 19:38:59+00,-78.811832,42.990986,180.19838
2020/10/23 19:39:00+00,-78.811833,42.990986,180.199554
2020/10/23 19:39:01+00,-78.811833,42.990987,180.2005
2020/10/23 19:39:02+00,-78.811833,42.990987,180.201187
2020/10/23 19:39:03+00,-78.811834,42.990987,180.201569
2020/10/23 19:39:04+00,-78.811834,42.990987,180.201599
2020/10/23 19:39:05+00,-78.811835,42.990987,180.201294
2020/10/23 19:39:06+00,-78.811835,42.990987,180.200668
2020/10/23 19:39:07+00,-78.811836,42.990987,180.199738
2020/10/23 19:39:08+00,-78.811837,42.990987,180.198578
2020/10/23 19:39:09+00,-78.811837,42.990988,180.197266
2020/10/23 19:39:10+00,-78.811838,42.990988,180.195923
2020/10/23 19:39:11+00,-78.811839,42.990988,180.194611
2020/10/23 19:39:12+00,-78.811839,42.990988,180.19342
2020/10/23 19:39:13+00,-78.81184,42.990988,180.192398
2020/10/23 19:39:14+00,-78.81184,42.990988,180.191559
2020/10/23 19:39:15+00,-78.81184,42.990989,180.190933
2020/10/23 19:39:16+00,-78.81184,42.990989,180.190582
2020/10/23 19:39:17+00,-78.81184,42.990989,180.190491
2020/10/23 19:39:18+00,-78.81184,42.990989,180.19072
2020/10/23 19:39:19+00,-78.81184,42.990989,180.191238
2020/10/23 19:39:20+00,-78.81184,42.990989,180.192078
2020/10/23 19:39:21+00,-78.81184,42.990989,180.193222
2020/10/23 19:39:22+00,-78.81184,42.990989,180.194641
2020/10/23 19:39:23+00,-78.811841,42.990989,180.196335
2020/10/23 19:39:24+00,-78.811841,42.990988,180.198227
2020/10/23 19:39:25+00,-78.811842,42.990988,180.200287
2020/10/23 19:39:26+00,-78.811843,42.990987,180.202438
2020/10/23 19:39:27+00,-78.811845,42.990986,180.204559
2020/10/23 19:39:28+00,-78.811847,42.990985,180.206573
2020/10/23 19:39:29+00,-78.81185,42.990985,180.208374
2020/10/23 19:39:30+00,-78.811854,42.990984,180.209885
2020/10/23 19:39:31+00,-78.811859,42.990983,180.211044
2020/10/23 19:39:32+00,-78.811865,42.990982,180.211838
2020/10/23 19:39:33+00,-78.811872,42.990981,180.212234
2020/10/23 19:39:34+00,-78.811879,42.990981,180.21225
2020/10/23 19:39:35+00,-78.811888,42.99098,180.211823
2020/10/23 19:39:36+00,-78.811898,42.990979,180.210907
2020/10/23 19:39:37+00,-78.811909,42.990979,180.209412
2020/10/23 19:39:38+00,-78.811921,42.990978,180.20726
2020/10/23 19:39:39+00,-78.811934,42.990978,180.204422
2020/10/23 19:39:40+00,-78.811947,42.990978,180.200989
2020/10/23 19:39:41+00,-78.811961,42.990978,180.197128
2020/10/23 19:39:42+00,-78.811975,42.990979,180.192993
2020/10/23 19:39:43+00,-78.811989,42.99098,180.188782
2020/10/23 19:39:44+00,-78.812003,42.990981,180.184708
2020/10/23 19:39:45+00,-78.812017,42.990983,180.181
2020/10/23 19:39:46+00,-78.81203,42.990986,180.177826
2020/10/23 19:39:47+00,-78.812042,42.990989,180.175354
2020/10/23 19:39:48+00,-78.812054,42.990993,180.173691
2020/10/23 19:39:49+00,-78.812064,42.990998,180.172882
2020/10/23 19:39:50+00,-78.812074,42.991003,180.172913
2020/10/23 19:39:51+00,-78.812083,42.991009,180.173721
2020/10/23 19:39:52+00,-78.81209,42.991015,180.175156
2020/10/23 19:39:53+00,-78.812097,42.991023,180.177094
